hotel,is_canceled,lead_time,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,0,12,2024-04-27,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,85.33,0,0
City Hotel,0,24,2023-10-08,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Contract,107.0,0,2
City Hotel,0,9,2024-04-08,1,2,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,131.33,0,1
Resort Hotel,1,172,2025-08-25,2,5,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,259.0,0,0
City Hotel,1,206,2025-04-22,2,1,1,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.8,0,0
City Hotel,0,53,2024-06-24,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient-Party,65.0,0,1
Resort Hotel,0,7,2024-06-18,0,1,2,1.0,0,BB,CN,Direct,Direct,0,0,0,E,E,1,No Deposit,0,Transient-Party,158.1,0,1
City Hotel,1,305,2025-05-24,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,1
City Hotel,0,159,2024-10-16,2,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,0
City Hotel,1,283,2023-07-27,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient-Party,62.0,0,0
Resort Hotel,0,0,2023-09-23,0,3,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,172.33,1,0
Resort Hotel,1,360,2025-08-20,2,4,3,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,343.0,0,0
City Hotel,0,7,2024-07-16,1,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,139.0,0,0
City Hotel,0,215,2024-11-21,1,1,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,0,Transient,75.0,0,0
City Hotel,0,3,2024-12-19,1,2,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.5,0,0
City Hotel,0,0,2023-09-10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,114.0,0,0
City Hotel,1,359,2023-10-11,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,60.0,0,0
City Hotel,1,629,2025-03-30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0
City Hotel,0,4,2024-09-06,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,Transient,67.0,1,1
City Hotel,0,24,2024-05-29,1,0,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,159.0,0,2
Resort Hotel,1,221,2025-04-30,2,5,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,83.43,0,0
Resort Hotel,0,0,2024-02-04,0,2,2,0.0,1,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,38.4,0,0
City Hotel,0,115,2024-08-22,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,82.45,0,0
Resort Hotel,1,192,2023-10-03,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,38.07,0,0
City Hotel,0,1,2024-07-20,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,111.0,0,0
Resort Hotel,0,183,2024-04-16,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,54.5,0,0
City Hotel,0,11,2025-02-20,1,2,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,69.3,0,0
Resort Hotel,1,0,2025-05-11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,80.0,0,0
Resort Hotel,1,142,2025-08-26,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,155.0,0,0
City Hotel,0,92,2024-12-22,2,3,2,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,96.9,0,1
City Hotel,1,46,2025-06-05,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,170.0,0,0
Resort Hotel,1,164,2024-05-05,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient-Party,65.7,0,0
City Hotel,0,54,2024-05-06,0,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,G,0,No Deposit,0,Transient,198.9,0,2
City Hotel,1,71,2024-06-14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,120.0,0,0
City Hotel,1,102,2024-06-05,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.0,0,0
City Hotel,0,21,2025-07-20,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,159.33,0,1
City Hotel,1,192,2024-07-23,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,99.45,0,0
Resort Hotel,0,155,2024-06-10,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,72.0,0,0
Resort Hotel,0,0,2025-04-13,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,131.0,0,0
Resort Hotel,1,78,2023-10-09,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,92.0,0,0
City Hotel,0,2,2025-05-31,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,0,Transient,65.0,0,0
City Hotel,0,26,2024-10-16,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,139.0,0,1
City Hotel,0,2,2024-10-13,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.65,0,0
City Hotel,1,118,2025-05-03,1,4,1,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.8,0,1
City Hotel,0,504,2025-08-12,2,1,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,112.67,0,1
City Hotel,1,240,2025-07-23,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0
City Hotel,1,22,2023-12-18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,0,Transient-Party,65.0,0,0
City Hotel,1,156,2025-04-26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0
City Hotel,1,137,2024-08-24,0,4,3,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,130.95,0,0
City Hotel,0,185,2023-07-06,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,66.13,0,0
Resort Hotel,0,23,2025-06-02,0,2,3,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,198.4,1,0
Resort Hotel,1,178,2025-08-04,2,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,203.13,0,2
City Hotel,0,0,2025-08-21,1,1,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,140.0,0,2
Resort Hotel,0,214,2024-09-05,3,6,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,72.0,0,1
City Hotel,0,62,2025-04-15,2,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,177.0,0,0
City Hotel,1,140,2024-07-17,2,0,2,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,94.5,0,0
Resort Hotel,0,2,2023-09-10,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,0,Transient,131.0,0,0
City Hotel,0,28,2024-09-22,1,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,220.53,0,1
Resort Hotel,0,222,2025-05-16,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,42.95,0,1
Resort Hotel,0,17,2025-04-13,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,152.0,0,2
City Hotel,1,290,2024-06-17,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,108,Transient-Party,72.0,0,0
City Hotel,1,197,2024-06-03,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,25,Transient,80.0,0,0
Resort Hotel,1,277,2024-06-12,2,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,110.0,0,0
City Hotel,1,11,2024-11-05,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130.0,0,1
City Hotel,1,17,2024-05-30,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,102.15,0,0
City Hotel,0,91,2024-10-30,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,61.33,0,1
Resort Hotel,0,48,2025-03-23,2,5,1,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,47.0,0,0
City Hotel,0,69,2023-10-25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,58,Transient-Party,85.67,0,0
Resort Hotel,0,19,2025-08-04,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,175.14,1,1
City Hotel,1,419,2024-09-01,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0
Resort Hotel,0,176,2024-10-19,2,6,2,0.0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,72.0,0,0
City Hotel,0,102,2024-01-03,2,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,48.67,0,2
City Hotel,1,164,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,160.0,0,0
City Hotel,1,50,2024-11-13,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,114.0,0,2
City Hotel,1,334,2025-04-04,2,6,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.1,0,0
Resort Hotel,0,173,2024-08-15,1,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,143.0,0,0
City Hotel,0,31,2024-02-04,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0,Transient-Party,71.0,0,0
Resort Hotel,0,303,2024-07-13,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,1,G,G,0,No Deposit,0,Transient,159.38,1,2
Resort Hotel,0,83,2025-08-07,1,5,2,0.0,0,BB,ITA,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,0,Transient,230.0,0,2
Resort Hotel,0,113,2024-05-07,4,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,78.94,0,1
City Hotel,0,43,2024-08-15,1,2,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,203.85,1,1
Resort Hotel,1,198,2024-10-15,2,5,2,2.0,0,BB,AUT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient-Party,124.14,0,0
Resort Hotel,1,149,2024-08-18,1,3,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,256.75,0,0
City Hotel,0,0,2024-10-28,0,1,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,150.0,0,0
City Hotel,0,0,2025-05-31,0,2,1,0.0,0,BB,BEL,Aviation,Corporate,1,0,0,A,A,0,No Deposit,0,Transient,95.0,0,0
City Hotel,1,142,2024-04-22,2,3,2,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,103.0,0,0
City Hotel,0,17,2025-04-29,1,1,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,149.0,0,1
Resort Hotel,0,10,2025-02-15,0,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,84.24,0,0
City Hotel,1,170,2025-04-26,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,130.5,0,2
City Hotel,1,16,2024-06-11,0,1,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,221.0,0,0
Resort Hotel,1,263,2025-06-01,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,89.0,0,0
Resort Hotel,0,32,2024-08-15,1,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,0,Transient,199.1,0,0
City Hotel,1,74,2025-03-17,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,97.2,0,0
City Hotel,0,26,2023-11-03,1,5,2,0.0,0,BB,PAN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.45,0,0
City Hotel,1,32,2024-04-30,2,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,198.9,0,0
Resort Hotel,0,91,2024-04-14,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Contract,84.95,0,0
City Hotel,0,12,2024-08-19,0,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,220.0,0,0
City Hotel,1,27,2024-06-09,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,120.0,0,0
City Hotel,1,188,2024-06-15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,39,Transient,130.0,0,0
City Hotel,0,0,2024-03-23,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,A,1,No Deposit,0,Transient,89.0,0,0
Resort Hotel,0,11,2025-02-18,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,0,Transient,75.0,0,2
City Hotel,0,1,2023-09-06,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,75.0,0,0
City Hotel,1,15,2024-03-04,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,88.8,0,0
Resort Hotel,0,225,2024-05-26,0,3,1,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,2,No Deposit,0,Transient-Party,60.0,0,0
Resort Hotel,0,105,2023-12-14,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,31.88,0,1
City Hotel,1,211,2024-05-20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,111,Transient,100.0,0,0
City Hotel,1,26,2025-02-04,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,83.3,0,0
City Hotel,0,165,2024-08-01,1,1,2,1.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,94.56,0,2
City Hotel,1,1,2024-02-28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,60.0,0,0
Resort Hotel,0,4,2025-03-07,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.0,0,1
Resort Hotel,0,60,2024-12-15,2,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,57.93,1,2
Resort Hotel,0,57,2023-07-15,0,2,3,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,C,1,No Deposit,0,Transient-Party,148.23,0,0
City Hotel,1,50,2024-10-20,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,0
City Hotel,0,30,2025-01-13,0,2,2,1.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,136.0,0,0
City Hotel,1,86,2024-01-22,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35,Transient,85.0,0,0
City Hotel,0,53,2024-12-31,2,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,194.4,0,3
City Hotel,1,213,2025-06-26,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,115.0,0,0
City Hotel,0,22,2023-12-15,0,5,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,69.0,0,0
Resort Hotel,0,27,2025-05-08,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,86.0,0,1
City Hotel,0,172,2024-09-18,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,90.95,0,1
City Hotel,1,323,2024-05-17,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,70.0,0,0
City Hotel,0,31,2025-04-21,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,0
City Hotel,0,83,2024-05-01,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,75.0,0,1
Resort Hotel,0,22,2024-12-08,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,80.0,0,0
City Hotel,1,71,2024-06-14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,120.0,0,0
City Hotel,1,99,2024-02-19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,0,Transient-Party,80.0,0,0
City Hotel,0,309,2025-05-13,2,3,2,0.0,0,BB,MOZ,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,89.1,0,0
City Hotel,0,11,2024-11-27,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.89,0,2
City Hotel,0,22,2024-09-15,0,3,2,0.0,0,SC,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,139.0,0,3
Resort Hotel,1,244,2023-09-02,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,24,0,A,A,0,No Deposit,0,Transient-Party,8.0,0,0
City Hotel,0,42,2025-04-23,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,144.0,0,0
City Hotel,0,207,2025-05-02,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117.0,0,2
City Hotel,1,14,2024-12-06,2,5,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,90.1,0,0
Resort Hotel,0,1,2024-03-15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,48.0,0,0
City Hotel,0,1,2024-04-13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,65.0,0,0
Resort Hotel,0,3,2025-08-04,0,2,2,0.0,0,BB,PHL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,164.0,0,1
City Hotel,1,155,2025-04-13,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130.0,0,0
City Hotel,1,164,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,160.0,0,0
Resort Hotel,0,13,2024-09-11,2,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,99.0,0,0
City Hotel,0,47,2024-10-04,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.8,0,1
City Hotel,0,50,2024-03-31,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,65.0,0,0
Resort Hotel,1,82,2024-02-27,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,39.0,0,0
Resort Hotel,0,165,2025-07-28,4,8,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,163.5,0,0
City Hotel,0,18,2024-02-22,1,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,120.0,0,2
City Hotel,1,226,2025-06-16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,105.0,0,0
City Hotel,1,86,2025-05-06,2,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,171.0,0,0
City Hotel,0,30,2023-09-06,2,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,Transient,65.0,0,0
Resort Hotel,0,287,2023-10-15,1,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,0,Transient-Party,50.5,1,0
Resort Hotel,0,1,2025-02-08,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,D,0,No Deposit,0,Transient,43.0,0,0
Resort Hotel,0,164,2024-06-30,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,57.8,0,0
City Hotel,0,108,2025-05-22,1,4,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,183.6,0,0
Resort Hotel,0,12,2024-02-21,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,64.0,1,1
Resort Hotel,0,2,2025-02-23,0,2,3,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient-Party,82.5,0,0
City Hotel,1,33,2025-02-20,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,70.0,0,1
City Hotel,0,13,2024-03-20,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,85.0,0,1
Resort Hotel,0,45,2023-12-05,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,68.0,0,0
Resort Hotel,1,105,2023-07-08,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.8,0,1
Resort Hotel,1,100,2024-05-25,0,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,105.0,0,2
Resort Hotel,0,207,2025-03-16,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,37.8,0,3
City Hotel,0,126,2024-10-09,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,0,Transient,110.7,0,4
City Hotel,0,11,2025-03-20,1,3,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,108.8,0,0
Resort Hotel,0,0,2025-02-27,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,62.0,1,0
City Hotel,0,111,2024-10-10,1,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,120.0,0,0
City Hotel,0,292,2024-07-21,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,112.0,0,0
City Hotel,0,36,2025-03-04,2,1,3,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,248.0,0,1
Resort Hotel,1,98,2025-05-19,2,6,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,123.0,0,2
City Hotel,0,24,2024-12-18,2,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,104.0,0,1
City Hotel,0,7,2024-04-11,1,0,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.0,0,0
Resort Hotel,1,231,2024-09-30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,57.6,0,0
Resort Hotel,0,136,2024-03-24,0,3,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,84.0,0,0
Resort Hotel,0,65,2023-12-23,2,8,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,82.17,0,1
