booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-031881,Resort Hotel,0,0,2025,January,2,9,2025-01-09,1,0,2,0.0,0,BB,USA,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,306.0,,0,Transient,30.99,0,0
HB-093407,City Hotel,0,0,2024,July,29,18,2024-07-18,1,2,2,0.0,0,BB,NZL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,129.0,0,0
HB-092673,City Hotel,0,158,2024,July,27,7,2024-07-07,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,146.7,0,2
HB-056405,City Hotel,1,36,2024,September,36,5,2024-09-05,1,0,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0
HB-055164,City Hotel,1,129,2024,August,32,6,2024-08-06,2,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,103.5,0,1
HB-084302,City Hotel,0,32,2024,February,8,19,2024-02-19,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.15,0,1
HB-041466,City Hotel,0,0,2023,August,33,17,2023-08-17,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Contract,129.0,0,0
HB-023644,Resort Hotel,0,111,2024,April,17,28,2024-04-28,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,44.1,0,1
HB-100375,City Hotel,0,221,2024,October,43,22,2024-10-22,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,2
HB-082346,City Hotel,1,94,2024,March,10,4,2024-03-04,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,154.0,,28,Transient,80.0,0,0
HB-035796,Resort Hotel,0,100,2025,April,18,29,2025-04-29,2,1,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,385.0,,0,Transient-Party,83.0,0,1
HB-051738,City Hotel,1,158,2024,May,21,24,2024-05-24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0
HB-025798,Resort Hotel,0,166,2024,July,27,2,2024-07-02,4,6,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,143.0,,0,Contract,81.9,0,0
HB-105038,City Hotel,0,10,2025,January,3,18,2025-01-18,2,8,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,9.0,,0,Transient,113.39,0,2
HB-104311,City Hotel,0,0,2025,January,2,9,2025-01-09,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,2,No Deposit,,408.0,0,Transient,78.0,0,0
HB-081328,City Hotel,0,5,2023,December,49,5,2023-12-05,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,62.8,0,0
HB-025948,Resort Hotel,0,2,2024,July,29,15,2024-07-15,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,176.0,0,1
HB-036068,Resort Hotel,0,95,2025,April,18,29,2025-04-29,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Transient,42.75,0,2
HB-029593,Resort Hotel,0,46,2024,October,44,29,2024-10-29,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,58.0,0,1
HB-076308,City Hotel,0,264,2023,July,27,8,2023-07-08,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-115003,City Hotel,0,119,2025,June,26,25,2025-06-25,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,0
HB-083982,City Hotel,0,0,2024,February,7,16,2024-02-16,0,1,2,0.0,0,BB,DEU,Online TA,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,79.0,0,0
HB-083167,City Hotel,0,9,2024,January,3,17,2024-01-17,2,4,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,83.0,0,1
HB-045224,City Hotel,1,50,2023,October,43,24,2023-10-24,1,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,75.0,0,0
HB-090015,City Hotel,0,0,2024,May,22,30,2024-05-30,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,140.0,0,0
HB-058843,City Hotel,1,99,2024,October,42,16,2024-10-16,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0,1
HB-080375,City Hotel,1,104,2024,February,9,29,2024-02-29,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,1,1,0,A,A,0,No Deposit,11.0,,0,Transient,61.43,0,0
HB-090782,City Hotel,0,74,2024,June,24,10,2024-06-10,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,1
HB-018667,Resort Hotel,0,0,2023,November,47,25,2023-11-25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,46.4,0,0
HB-084031,City Hotel,0,3,2024,February,7,14,2024-02-14,2,2,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,147.0,1,0
HB-074729,City Hotel,0,71,2024,October,42,15,2024-10-15,0,1,3,0.0,0,BB,PRT,Complementary,Direct,1,0,32,G,E,0,No Deposit,,45.0,0,Transient,0.0,0,4
HB-095867,City Hotel,0,37,2024,August,34,20,2024-08-20,2,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,3
HB-071164,City Hotel,1,215,2025,June,26,28,2025-06-28,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0
HB-059568,City Hotel,1,183,2024,October,44,29,2024-10-29,2,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.1,0,2
HB-113364,City Hotel,0,434,2025,June,23,3,2025-06-03,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1
HB-097554,City Hotel,0,291,2024,September,38,21,2024-09-21,0,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,1,A,E,0,No Deposit,3.0,,44,Transient-Party,117.0,0,0
HB-043172,City Hotel,0,76,2023,September,37,16,2023-09-16,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-028175,Resort Hotel,0,141,2024,September,38,20,2024-09-20,0,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,100.33,1,1
HB-058060,City Hotel,1,275,2024,October,40,5,2024-10-05,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0
HB-076575,City Hotel,1,207,2023,September,39,29,2023-09-29,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20.0,,0,Transient,48.0,0,0
HB-078257,City Hotel,1,16,2023,October,40,7,2023-10-07,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,85.5,0,1
HB-100193,City Hotel,0,80,2024,October,43,21,2024-10-21,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,151.2,0,0
HB-000407,Resort Hotel,0,113,2023,July,28,14,2023-07-14,4,11,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,1,No Deposit,,,0,Transient,187.5,1,3
HB-012062,Resort Hotel,1,83,2025,June,24,11,2025-06-11,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410.0,,0,Transient,56.7,0,0
HB-012096,Resort Hotel,1,162,2025,June,24,13,2025-06-13,0,2,3,1.0,0,BB,FIN,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,185.0,0,1
HB-022813,Resort Hotel,0,75,2024,April,14,2,2024-04-02,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,39.91,0,1
HB-025773,Resort Hotel,0,0,2024,July,27,7,2024-07-07,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,132.16,0,0
HB-011963,Resort Hotel,1,128,2025,June,23,5,2025-06-05,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,140.0,0,0
HB-102845,City Hotel,0,24,2024,December,49,4,2024-12-04,2,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,2
HB-070625,City Hotel,1,210,2025,June,25,19,2025-06-19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,130.0,0,0
HB-018429,Resort Hotel,0,6,2023,November,46,16,2023-11-16,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,337.0,0,Transient-Party,38.0,0,0
HB-062779,City Hotel,1,20,2025,January,4,21,2025-01-21,6,15,2,2.0,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,146.51,0,0
HB-031963,Resort Hotel,0,6,2025,January,2,10,2025-01-10,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,181.0,,0,Transient-Party,34.0,0,1
HB-092193,City Hotel,0,145,2024,July,27,1,2024-07-01,0,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,72.76,0,0
HB-087730,City Hotel,0,35,2024,April,17,22,2024-04-22,1,2,1,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0,1
HB-092098,City Hotel,0,3,2024,June,26,29,2024-06-29,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,63.5,0,0
HB-050512,City Hotel,1,437,2024,May,18,2,2024-05-02,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0
HB-105476,City Hotel,0,34,2025,February,6,7,2025-02-07,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,400.0,0,Transient,88.0,0,0
HB-071738,City Hotel,1,13,2025,July,28,11,2025-07-11,0,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,0
HB-004526,Resort Hotel,1,65,2024,March,12,23,2024-03-23,0,4,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,114.0,0,0
HB-108056,City Hotel,0,0,2025,March,12,20,2025-03-20,1,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,1,No Deposit,,,0,Transient,152.0,0,0
HB-022836,Resort Hotel,0,48,2024,April,14,4,2024-04-04,1,3,2,0.0,0,FB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,26.0,,0,Transient,79.05,0,0
HB-112948,City Hotel,0,6,2025,May,22,29,2025-05-29,1,1,1,0.0,0,BB,GRC,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,95.0,0,0
HB-044414,City Hotel,1,97,2023,October,40,5,2023-10-05,1,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0
HB-115213,City Hotel,0,100,2025,June,27,30,2025-06-30,1,2,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,108.0,0,1
HB-071999,City Hotel,1,128,2025,July,29,17,2025-07-17,1,3,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,0
HB-056202,City Hotel,1,419,2024,September,35,1,2024-09-01,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-083506,City Hotel,0,0,2024,February,5,3,2024-02-03,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,B,B,1,No Deposit,,,0,Transient-Party,22.5,0,0
HB-101426,City Hotel,0,92,2024,November,46,11,2024-11-11,0,1,2,0.0,0,BB,THA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,364.0,,0,Transient-Party,90.0,0,0
HB-011357,Resort Hotel,1,108,2025,May,18,4,2025-05-04,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0
HB-053428,City Hotel,1,193,2024,June,25,20,2024-06-20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0
HB-061065,City Hotel,1,290,2024,December,48,1,2024-12-01,1,3,2,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,0
HB-024348,Resort Hotel,0,124,2024,May,20,18,2024-05-18,0,4,2,0.0,1,BB,IRL,Online TA,TA/TO,0,0,0,A,C,2,No Deposit,240.0,,0,Transient,60.0,0,2
HB-075179,City Hotel,1,292,2023,August,31,5,2023-08-05,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-096512,City Hotel,0,8,2024,September,36,2,2024-09-02,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1
HB-089814,City Hotel,0,15,2024,May,21,25,2024-05-25,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,111.0,0,0
HB-079039,City Hotel,0,3,2023,October,42,19,2023-10-19,1,1,2,0.0,0,BB,KOR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,81.0,0,Transient,142.0,0,0
HB-008353,Resort Hotel,1,31,2024,September,39,23,2024-09-23,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,145.67,0,2
HB-006703,Resort Hotel,0,229,2024,June,26,25,2024-06-25,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,100.29,0,2
HB-030438,Resort Hotel,0,0,2024,November,47,21,2024-11-21,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,55.0,0,0
HB-057611,City Hotel,1,27,2024,September,39,29,2024-09-29,0,2,2,2.0,0,BB,NOR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,234.0,0,1
HB-048348,City Hotel,1,49,2024,March,12,21,2024-03-21,1,3,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.8,0,1
HB-104542,City Hotel,0,2,2025,January,3,13,2025-01-13,1,2,1,2.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,14.0,,0,Transient,115.33,0,1
HB-110548,City Hotel,0,60,2025,April,17,24,2025-04-24,1,4,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,130.5,0,0
HB-071766,City Hotel,1,81,2025,July,28,12,2025-07-12,0,2,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,2
HB-056393,City Hotel,1,40,2024,September,36,4,2024-09-04,2,5,0,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,106.9,0,0
HB-022990,Resort Hotel,0,18,2024,April,15,10,2024-04-10,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,85.0,0,1
HB-006233,Resort Hotel,1,139,2024,May,22,29,2024-05-29,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,105.81,0,0
HB-003491,Resort Hotel,1,93,2023,December,51,19,2023-12-19,0,1,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,80.0,0,0
HB-014823,Resort Hotel,1,213,2023,September,37,17,2023-09-17,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,93.6,0,1
HB-053938,City Hotel,1,136,2024,July,27,2,2024-07-02,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.08,0,0
HB-041129,City Hotel,1,1,2023,August,32,12,2023-08-12,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42.0,,0,Transient,110.0,0,0
HB-024398,Resort Hotel,0,1,2024,May,20,18,2024-05-18,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,323.0,0,Transient,42.0,0,0
HB-076228,City Hotel,1,165,2023,August,32,8,2023-08-08,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0,0
HB-047750,City Hotel,1,48,2024,March,9,2,2024-03-02,0,3,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,73.1,0,1
HB-111339,City Hotel,0,144,2025,May,19,6,2025-05-06,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient,90.0,0,1
HB-110644,City Hotel,0,171,2025,April,17,27,2025-04-27,0,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,89.0,0,0
HB-041422,City Hotel,1,11,2023,August,33,15,2023-08-15,2,1,3,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,17.0,,0,Transient-Party,138.5,0,1
HB-073988,City Hotel,1,286,2023,July,30,30,2023-07-30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
HB-070572,City Hotel,1,321,2025,June,25,18,2025-06-18,2,3,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,0
HB-064078,City Hotel,1,47,2025,March,9,1,2025-03-01,0,3,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,97.2,0,0
HB-023741,Resort Hotel,0,5,2024,April,18,30,2024-04-30,1,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,117.0,0,1
HB-064498,City Hotel,1,127,2025,March,11,11,2025-03-11,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,80.0,0,0
HB-042838,City Hotel,0,168,2023,September,37,11,2023-09-11,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,No Deposit,1.0,,0,Transient-Party,50.0,0,0
HB-013940,Resort Hotel,0,11,2024,November,46,15,2024-11-15,0,1,1,0.0,0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,34.4,0,0
HB-016673,Resort Hotel,0,288,2023,September,35,2,2023-09-02,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient-Party,110.7,0,0
HB-044634,City Hotel,0,80,2023,October,41,9,2023-10-09,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,12.0,,50,Transient-Party,136.0,0,0
HB-072917,City Hotel,1,191,2025,August,32,9,2025-08-09,0,4,2,0.0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,112.5,0,1
HB-024243,Resort Hotel,0,9,2024,May,20,15,2024-05-15,1,0,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,,,0,Transient-Party,70.0,0,0
HB-065772,City Hotel,1,73,2025,April,15,8,2025-04-08,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0,2
HB-019679,Resort Hotel,0,23,2023,December,52,30,2023-12-30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,58.0,0,1
HB-012756,Resort Hotel,1,126,2025,July,29,15,2025-07-15,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,192.0,0,1
HB-052397,City Hotel,1,163,2024,June,23,5,2024-06-05,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,100.0,0,0
HB-106367,City Hotel,0,2,2025,February,8,23,2025-02-23,0,1,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,73.0,0,Transient-Party,65.0,0,0
HB-027363,Resort Hotel,0,171,2024,August,34,21,2024-08-21,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,104.55,0,0
HB-015911,Resort Hotel,0,85,2023,August,31,2,2023-08-02,2,3,3,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,8.0,,0,Transient,161.45,1,1
HB-066901,City Hotel,1,156,2025,April,17,26,2025-04-26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0,0
HB-073001,City Hotel,1,0,2025,August,33,12,2025-08-12,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,219.0,0,0
HB-104577,City Hotel,0,9,2025,January,3,14,2025-01-14,2,2,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,88.0,0,0
HB-087791,City Hotel,0,44,2024,April,17,23,2024-04-23,2,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,24.0,,0,Transient-Party,85.0,0,0
HB-009087,Resort Hotel,1,31,2024,October,43,27,2024-10-27,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,75.0,0,2
HB-067394,City Hotel,1,82,2025,May,18,3,2025-05-03,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,130.0,0,0
HB-101607,City Hotel,0,19,2024,November,46,14,2024-11-14,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,,0,Transient,65.0,0,0
HB-091102,City Hotel,0,256,2024,June,24,15,2024-06-15,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1
HB-072804,City Hotel,1,112,2025,August,32,7,2025-08-07,1,1,3,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,175.0,0,0
HB-041796,City Hotel,0,53,2023,August,34,24,2023-08-24,1,1,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,1,No Deposit,1.0,,0,Transient-Party,84.0,0,1
HB-054642,City Hotel,1,101,2024,July,29,21,2024-07-21,0,3,1,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,142.3,0,0
HB-008600,Resort Hotel,1,383,2024,October,40,6,2024-10-06,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Transient-Party,48.0,0,0
HB-017233,Resort Hotel,0,260,2023,September,38,18,2023-09-18,4,10,1,0.0,0,HB,LVA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,45.9,0,1
HB-089274,City Hotel,0,64,2024,May,20,16,2024-05-16,1,3,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,109.65,0,0
HB-078697,City Hotel,0,3,2024,January,3,18,2024-01-18,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,,40.0,0,Transient-Party,66.0,0,0
HB-011610,Resort Hotel,1,60,2025,May,21,21,2025-05-21,2,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,169.0,0,Transient-Party,60.0,0,1
HB-049600,City Hotel,0,107,2024,April,16,15,2024-04-15,2,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,95.2,0,1
HB-080618,City Hotel,0,42,2023,November,46,16,2023-11-16,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,104.42,0,1
HB-098417,City Hotel,0,3,2025,January,2,12,2025-01-12,0,2,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,E,1,No Deposit,,,0,Transient,75.0,1,1
HB-051256,City Hotel,1,286,2024,May,20,17,2024-05-17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0
HB-079662,City Hotel,0,44,2023,October,44,31,2023-10-31,0,1,2,1.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,113.8,0,3
HB-005866,Resort Hotel,1,30,2024,May,20,15,2024-05-15,2,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,113.19,0,1
